,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
48,img_000000000_01-BF0_002_trap_000.tif,0,01-BF0,2,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X0,raw,I1,S1,A7
49,img_000000000_01-BF0_002_trap_002.tif,0,01-BF0,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X1,raw,I2,S0,A1
50,img_000000000_01-BF0_002_trap_003.tif,0,01-BF0,2,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I2,raw,I1,S1,A6
51,img_000000000_01-BF0_002_trap_006.tif,0,01-BF0,2,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X2,derived,I1,S2,A4
52,img_000000000_01-BF0_002_trap_007.tif,0,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D3,raw,I2,S1,A2
53,img_000000000_01-BF0_002_trap_008.tif,0,01-BF0,2,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X2,derived,I3,S1,A5
54,img_000000000_01-BF0_002_trap_010.tif,0,01-BF0,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X3,derived,I1,S2,A2
55,img_000000000_01-BF0_002_trap_011.tif,0,01-BF0,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X0,derived,I2,S0,A9
56,img_000000000_01-BF0_002_trap_012.tif,0,01-BF0,2,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I1,raw,I2,S2,A4
57,img_000000000_01-BF0_002_trap_013.tif,0,01-BF0,2,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D2,raw,I2,S1,A8
58,img_000000000_01-BF0_002_trap_014.tif,0,01-BF0,2,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D1,derived,I1,S0,A1
59,img_000000000_01-BF0_002_trap_016.tif,0,01-BF0,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I0,raw,I2,S2,A6
60,img_000000000_01-BF0_002_trap_017.tif,0,01-BF0,2,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X0,raw,I1,S0,A3
61,img_000000000_01-BF0_002_trap_018.tif,0,01-BF0,2,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I1,derived,I3,S1,A4
62,img_000000000_01-BF0_002_trap_020.tif,0,01-BF0,2,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D3,derived,I3,S0,A0
63,img_000000000_01-BF0_002_trap_022.tif,0,01-BF0,2,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R2,raw,I1,S0,A0
64,img_000000000_01-BF0_002_trap_023.tif,0,01-BF0,2,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I0,derived,I3,S2,A4
65,img_000000000_01-BF0_002_trap_024.tif,0,01-BF0,2,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R0,raw,I2,S1,A6
66,img_000000000_01-BF0_002_trap_025.tif,0,01-BF0,2,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I3,raw,I2,S0,A2
67,img_000000000_01-BF0_002_trap_028.tif,0,01-BF0,2,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X3,raw,I1,S0,A2
68,img_000000000_01-BF0_002_trap_031.tif,0,01-BF0,2,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R0,raw,I3,S2,A0
69,img_000000000_01-BF0_002_trap_033.tif,0,01-BF0,2,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R3,derived,I1,S0,A0
70,img_000000000_01-BF0_002_trap_035.tif,0,01-BF0,2,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X2,raw,I1,S1,A4
71,img_000000000_01-BF0_002_trap_037.tif,0,01-BF0,2,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X2,derived,I1,S2,A2
72,img_000000000_03-GFPdouble_000_trap_000.tif,0,03-GFPdouble,0,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X1,raw,I1,S0,A6
73,img_000000000_03-GFPdouble_000_trap_002.tif,0,03-GFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I3,raw,I1,S1,A9
74,img_000000000_03-GFPdouble_000_trap_003.tif,0,03-GFPdouble,0,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R1,derived,I3,S0,A3
75,img_000000000_03-GFPdouble_000_trap_006.tif,0,03-GFPdouble,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D2,raw,I3,S1,A0
76,img_000000000_03-GFPdouble_000_trap_007.tif,0,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R3,derived,I3,S0,A2
77,img_000000000_03-GFPdouble_000_trap_008.tif,0,03-GFPdouble,0,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X1,raw,I3,S0,A6
78,img_000000000_03-GFPdouble_000_trap_010.tif,0,03-GFPdouble,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I2,raw,I3,S0,A2
79,img_000000000_03-GFPdouble_000_trap_011.tif,0,03-GFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D3,raw,I1,S0,A4
80,img_000000000_03-GFPdouble_000_trap_012.tif,0,03-GFPdouble,0,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D0,derived,I1,S1,A2
81,img_000000000_03-GFPdouble_000_trap_013.tif,0,03-GFPdouble,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X2,raw,I3,S2,A5
82,img_000000000_03-GFPdouble_000_trap_014.tif,0,03-GFPdouble,0,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D0,raw,I1,S1,A4
83,img_000000000_03-GFPdouble_000_trap_016.tif,0,03-GFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I2,derived,I3,S1,A3
84,img_000000000_03-GFPdouble_000_trap_017.tif,0,03-GFPdouble,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X2,derived,I3,S2,A7
85,img_000000000_03-GFPdouble_000_trap_018.tif,0,03-GFPdouble,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D3,derived,I3,S2,A6
86,img_000000000_03-GFPdouble_000_trap_020.tif,0,03-GFPdouble,0,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X3,derived,I1,S1,A9
87,img_000000000_03-GFPdouble_000_trap_022.tif,0,03-GFPdouble,0,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R2,derived,I1,S1,A4
88,img_000000000_03-GFPdouble_000_trap_023.tif,0,03-GFPdouble,0,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I3,derived,I1,S0,A3
89,img_000000000_03-GFPdouble_000_trap_024.tif,0,03-GFPdouble,0,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X0,raw,I3,S1,A7
90,img_000000000_03-GFPdouble_000_trap_025.tif,0,03-GFPdouble,0,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D3,raw,I1,S1,A3
91,img_000000000_03-GFPdouble_000_trap_028.tif,0,03-GFPdouble,0,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I3,derived,I2,S0,A9
92,img_000000000_03-GFPdouble_000_trap_031.tif,0,03-GFPdouble,0,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I0,derived,I3,S2,A0
93,img_000000000_03-GFPdouble_000_trap_033.tif,0,03-GFPdouble,0,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D3,raw,I2,S0,A2
94,img_000000000_03-GFPdouble_000_trap_035.tif,0,03-GFPdouble,0,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R2,raw,I2,S0,A7
95,img_000000000_03-GFPdouble_000_trap_037.tif,0,03-GFPdouble,0,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D0,derived,I1,S2,A4
96,img_000000000_03-GFPdouble_001_trap_000.tif,0,03-GFPdouble,1,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I2,derived,I3,S0,A0
97,img_000000000_03-GFPdouble_001_trap_002.tif,0,03-GFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I3,raw,I2,S0,A6
98,img_000000000_03-GFPdouble_001_trap_003.tif,0,03-GFPdouble,1,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D2,derived,I3,S1,A7
99,img_000000000_03-GFPdouble_001_trap_006.tif,0,03-GFPdouble,1,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R3,raw,I2,S1,A0
100,img_000000000_03-GFPdouble_001_trap_007.tif,0,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R0,derived,I1,S0,A2
101,img_000000000_03-GFPdouble_001_trap_008.tif,0,03-GFPdouble,1,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R0,derived,I3,S1,A8
102,img_000000000_03-GFPdouble_001_trap_010.tif,0,03-GFPdouble,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I3,raw,I3,S0,A5
103,img_000000000_03-GFPdouble_001_trap_011.tif,0,03-GFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I0,derived,I1,S1,A8
104,img_000000000_03-GFPdouble_001_trap_012.tif,0,03-GFPdouble,1,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X0,raw,I2,S0,A8
105,img_000000000_03-GFPdouble_001_trap_013.tif,0,03-GFPdouble,1,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I1,derived,I1,S2,A3
106,img_000000000_03-GFPdouble_001_trap_014.tif,0,03-GFPdouble,1,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X2,derived,I3,S0,A3
107,img_000000000_03-GFPdouble_001_trap_016.tif,0,03-GFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X2,raw,I3,S2,A1
108,img_000000000_03-GFPdouble_001_trap_017.tif,0,03-GFPdouble,1,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R0,derived,I2,S0,A6
109,img_000000000_03-GFPdouble_001_trap_018.tif,0,03-GFPdouble,1,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,derived,I3,S1,A4
110,img_000000000_03-GFPdouble_001_trap_020.tif,0,03-GFPdouble,1,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D3,raw,I2,S1,A8
111,img_000000000_03-GFPdouble_001_trap_022.tif,0,03-GFPdouble,1,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R2,raw,I1,S1,A6
112,img_000000000_03-GFPdouble_001_trap_023.tif,0,03-GFPdouble,1,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D0,derived,I1,S0,A5
113,img_000000000_03-GFPdouble_001_trap_024.tif,0,03-GFPdouble,1,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I3,raw,I3,S2,A2
114,img_000000000_03-GFPdouble_001_trap_025.tif,0,03-GFPdouble,1,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I1,derived,I1,S0,A6
115,img_000000000_03-GFPdouble_001_trap_028.tif,0,03-GFPdouble,1,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D0,derived,I1,S0,A9
116,img_000000000_03-GFPdouble_001_trap_031.tif,0,03-GFPdouble,1,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I0,derived,I3,S1,A3
117,img_000000000_03-GFPdouble_001_trap_033.tif,0,03-GFPdouble,1,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R0,derived,I2,S2,A6
118,img_000000000_03-GFPdouble_001_trap_035.tif,0,03-GFPdouble,1,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I1,derived,I2,S1,A3
119,img_000000000_03-GFPdouble_001_trap_037.tif,0,03-GFPdouble,1,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R3,derived,I3,S2,A1
120,img_000000000_03-GFPdouble_002_trap_000.tif,0,03-GFPdouble,2,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X0,raw,I2,S1,A0
121,img_000000000_03-GFPdouble_002_trap_002.tif,0,03-GFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X0,derived,I2,S1,A3
122,img_000000000_03-GFPdouble_002_trap_003.tif,0,03-GFPdouble,2,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,derived,I1,S0,A4
123,img_000000000_03-GFPdouble_002_trap_006.tif,0,03-GFPdouble,2,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D1,raw,I3,S0,A2
124,img_000000000_03-GFPdouble_002_trap_007.tif,0,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I1,derived,I3,S0,A3
125,img_000000000_03-GFPdouble_002_trap_008.tif,0,03-GFPdouble,2,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D1,derived,I1,S2,A9
126,img_000000000_03-GFPdouble_002_trap_010.tif,0,03-GFPdouble,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I0,raw,I3,S1,A3
127,img_000000000_03-GFPdouble_002_trap_011.tif,0,03-GFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I0,derived,I1,S0,A1
128,img_000000000_03-GFPdouble_002_trap_012.tif,0,03-GFPdouble,2,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X0,raw,I2,S1,A3
129,img_000000000_03-GFPdouble_002_trap_013.tif,0,03-GFPdouble,2,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X3,raw,I2,S2,A9
130,img_000000000_03-GFPdouble_002_trap_014.tif,0,03-GFPdouble,2,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X3,derived,I3,S2,A9
131,img_000000000_03-GFPdouble_002_trap_016.tif,0,03-GFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R3,raw,I3,S2,A3
132,img_000000000_03-GFPdouble_002_trap_017.tif,0,03-GFPdouble,2,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X1,raw,I1,S1,A5
133,img_000000000_03-GFPdouble_002_trap_018.tif,0,03-GFPdouble,2,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R1,derived,I2,S0,A8
134,img_000000000_03-GFPdouble_002_trap_020.tif,0,03-GFPdouble,2,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X3,raw,I2,S0,A7
135,img_000000000_03-GFPdouble_002_trap_022.tif,0,03-GFPdouble,2,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R1,derived,I2,S2,A7
136,img_000000000_03-GFPdouble_002_trap_023.tif,0,03-GFPdouble,2,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I0,derived,I2,S1,A3
137,img_000000000_03-GFPdouble_002_trap_024.tif,0,03-GFPdouble,2,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D3,derived,I3,S0,A2
138,img_000000000_03-GFPdouble_002_trap_025.tif,0,03-GFPdouble,2,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I2,raw,I2,S2,A0
139,img_000000000_03-GFPdouble_002_trap_028.tif,0,03-GFPdouble,2,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R3,raw,I2,S1,A5
140,img_000000000_03-GFPdouble_002_trap_031.tif,0,03-GFPdouble,2,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D2,raw,I2,S0,A1
141,img_000000000_03-GFPdouble_002_trap_033.tif,0,03-GFPdouble,2,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I2,derived,I2,S0,A6
142,img_000000000_03-GFPdouble_002_trap_035.tif,0,03-GFPdouble,2,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D2,derived,I1,S2,A6
143,img_000000000_03-GFPdouble_002_trap_037.tif,0,03-GFPdouble,2,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R2,raw,I3,S0,A8
144,img_000000000_04-RFPdouble_000_trap_000.tif,0,04-RFPdouble,0,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R0,derived,I1,S0,A6
145,img_000000000_04-RFPdouble_000_trap_002.tif,0,04-RFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R2,derived,I2,S0,A5
146,img_000000000_04-RFPdouble_000_trap_003.tif,0,04-RFPdouble,0,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X1,derived,I2,S2,A5
147,img_000000000_04-RFPdouble_000_trap_006.tif,0,04-RFPdouble,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D0,derived,I1,S1,A1
148,img_000000000_04-RFPdouble_000_trap_007.tif,0,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I2,raw,I3,S1,A1
149,img_000000000_04-RFPdouble_000_trap_008.tif,0,04-RFPdouble,0,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I2,raw,I3,S1,A0
150,img_000000000_04-RFPdouble_000_trap_010.tif,0,04-RFPdouble,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D0,derived,I1,S2,A2
151,img_000000000_04-RFPdouble_000_trap_011.tif,0,04-RFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R0,derived,I1,S0,A5
152,img_000000000_04-RFPdouble_000_trap_012.tif,0,04-RFPdouble,0,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,derived,I1,S1,A7
153,img_000000000_04-RFPdouble_000_trap_013.tif,0,04-RFPdouble,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X2,raw,I2,S2,A3
154,img_000000000_04-RFPdouble_000_trap_014.tif,0,04-RFPdouble,0,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I3,raw,I1,S1,A3
155,img_000000000_04-RFPdouble_000_trap_016.tif,0,04-RFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D1,derived,I3,S0,A6
156,img_000000000_04-RFPdouble_000_trap_017.tif,0,04-RFPdouble,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I1,raw,I2,S0,A7
157,img_000000000_04-RFPdouble_000_trap_018.tif,0,04-RFPdouble,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D3,derived,I3,S2,A5
