,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
14,img_000000000_01-BF0_000_trap_021.tif,0,01-BF0,0,21,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R3,raw,I2,S0,A0
15,img_000000000_01-BF0_000_trap_023.tif,0,01-BF0,0,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X2,derived,I2,S0,A3
16,img_000000000_01-BF0_000_trap_025.tif,0,01-BF0,0,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I1,derived,I1,S1,A2
17,img_000000000_01-BF0_000_trap_027.tif,0,01-BF0,0,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X3,derived,I3,S1,A7
18,img_000000000_01-BF0_000_trap_028.tif,0,01-BF0,0,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R0,raw,I2,S0,A8
19,img_000000000_01-BF0_000_trap_030.tif,0,01-BF0,0,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X1,raw,I3,S1,A7
20,img_000000000_01-BF0_000_trap_031.tif,0,01-BF0,0,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X0,raw,I2,S2,A3
21,img_000000000_01-BF0_000_trap_032.tif,0,01-BF0,0,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R0,derived,I3,S0,A0
22,img_000000000_01-BF0_000_trap_033.tif,0,01-BF0,0,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D0,raw,I3,S1,A7
23,img_000000000_01-BF0_000_trap_034.tif,0,01-BF0,0,34,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I3,raw,I2,S1,A1
24,img_000000000_01-BF0_000_trap_038.tif,0,01-BF0,0,38,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D3,derived,I1,S0,A8
25,img_000000000_01-BF0_000_trap_039.tif,0,01-BF0,0,39,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D1,raw,I2,S2,A0
26,img_000000000_01-BF0_000_trap_040.tif,0,01-BF0,0,40,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R1,derived,I3,S1,A4
27,img_000000000_01-BF0_000_trap_041.tif,0,01-BF0,0,41,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X1,derived,I1,S1,A4
28,img_000000000_01-BF0_001_trap_000.tif,0,01-BF0,1,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I0,derived,I2,S1,A0
29,img_000000000_01-BF0_001_trap_001.tif,0,01-BF0,1,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D0,derived,I1,S2,A5
30,img_000000000_01-BF0_001_trap_003.tif,0,01-BF0,1,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I0,derived,I1,S0,A3
31,img_000000000_01-BF0_001_trap_005.tif,0,01-BF0,1,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,derived,I3,S0,A9
32,img_000000000_01-BF0_001_trap_008.tif,0,01-BF0,1,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X3,raw,I2,S1,A0
33,img_000000000_01-BF0_001_trap_009.tif,0,01-BF0,1,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X3,raw,I3,S1,A5
34,img_000000000_01-BF0_001_trap_010.tif,0,01-BF0,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R1,derived,I1,S2,A5
35,img_000000000_01-BF0_001_trap_011.tif,0,01-BF0,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X3,derived,I2,S1,A2
36,img_000000000_01-BF0_001_trap_013.tif,0,01-BF0,1,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X1,derived,I2,S0,A6
37,img_000000000_01-BF0_001_trap_014.tif,0,01-BF0,1,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D1,derived,I1,S2,A2
38,img_000000000_01-BF0_001_trap_015.tif,0,01-BF0,1,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D1,raw,I3,S2,A5
39,img_000000000_01-BF0_001_trap_017.tif,0,01-BF0,1,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I1,raw,I2,S2,A2
40,img_000000000_01-BF0_001_trap_018.tif,0,01-BF0,1,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R0,derived,I1,S2,A9
41,img_000000000_01-BF0_001_trap_019.tif,0,01-BF0,1,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I1,raw,I1,S0,A9
42,img_000000000_01-BF0_001_trap_021.tif,0,01-BF0,1,21,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,D0,raw,I1,S2,A0
43,img_000000000_01-BF0_001_trap_023.tif,0,01-BF0,1,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D2,raw,I2,S1,A4
44,img_000000000_01-BF0_001_trap_025.tif,0,01-BF0,1,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R2,derived,I3,S2,A6
45,img_000000000_01-BF0_001_trap_027.tif,0,01-BF0,1,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D3,derived,I3,S1,A2
46,img_000000000_01-BF0_001_trap_028.tif,0,01-BF0,1,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I2,raw,I3,S0,A4
47,img_000000000_01-BF0_001_trap_030.tif,0,01-BF0,1,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R3,raw,I2,S2,A4
48,img_000000000_01-BF0_001_trap_031.tif,0,01-BF0,1,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R3,raw,I3,S0,A8
49,img_000000000_01-BF0_001_trap_032.tif,0,01-BF0,1,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I2,derived,I3,S0,A0
50,img_000000000_01-BF0_001_trap_033.tif,0,01-BF0,1,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X3,derived,I1,S2,A7
51,img_000000000_01-BF0_001_trap_034.tif,0,01-BF0,1,34,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I1,derived,I2,S1,A2
52,img_000000000_01-BF0_001_trap_038.tif,0,01-BF0,1,38,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R3,derived,I3,S2,A9
53,img_000000000_01-BF0_001_trap_039.tif,0,01-BF0,1,39,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R1,raw,I3,S0,A0
54,img_000000000_01-BF0_001_trap_040.tif,0,01-BF0,1,40,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X1,raw,I3,S0,A6
55,img_000000000_01-BF0_001_trap_041.tif,0,01-BF0,1,41,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D0,derived,I2,S2,A5
56,img_000000000_01-BF0_002_trap_000.tif,0,01-BF0,2,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R3,derived,I2,S2,A4
57,img_000000000_01-BF0_002_trap_001.tif,0,01-BF0,2,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D1,derived,I2,S1,A7
58,img_000000000_01-BF0_002_trap_003.tif,0,01-BF0,2,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I2,derived,I3,S0,A2
59,img_000000000_01-BF0_002_trap_005.tif,0,01-BF0,2,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R3,raw,I2,S0,A7
60,img_000000000_01-BF0_002_trap_008.tif,0,01-BF0,2,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R1,derived,I3,S0,A2
61,img_000000000_01-BF0_002_trap_009.tif,0,01-BF0,2,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X0,derived,I2,S0,A5
62,img_000000000_01-BF0_002_trap_010.tif,0,01-BF0,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R3,derived,I1,S1,A0
63,img_000000000_01-BF0_002_trap_011.tif,0,01-BF0,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D0,derived,I2,S1,A9
64,img_000000000_01-BF0_002_trap_013.tif,0,01-BF0,2,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X1,derived,I1,S2,A4
65,img_000000000_01-BF0_002_trap_014.tif,0,01-BF0,2,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X3,derived,I2,S0,A6
66,img_000000000_01-BF0_002_trap_015.tif,0,01-BF0,2,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R2,derived,I3,S2,A6
67,img_000000000_01-BF0_002_trap_017.tif,0,01-BF0,2,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I2,derived,I2,S2,A9
68,img_000000000_01-BF0_002_trap_018.tif,0,01-BF0,2,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I3,raw,I1,S2,A0
69,img_000000000_01-BF0_002_trap_019.tif,0,01-BF0,2,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D3,derived,I2,S2,A6
70,img_000000000_01-BF0_002_trap_021.tif,0,01-BF0,2,21,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R3,raw,I3,S0,A1
71,img_000000000_01-BF0_002_trap_023.tif,0,01-BF0,2,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X0,derived,I1,S1,A0
72,img_000000000_01-BF0_002_trap_025.tif,0,01-BF0,2,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D2,raw,I3,S2,A6
73,img_000000000_01-BF0_002_trap_027.tif,0,01-BF0,2,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I1,derived,I3,S0,A4
74,img_000000000_01-BF0_002_trap_028.tif,0,01-BF0,2,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,derived,I1,S1,A0
75,img_000000000_01-BF0_002_trap_030.tif,0,01-BF0,2,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I0,derived,I1,S0,A8
76,img_000000000_01-BF0_002_trap_031.tif,0,01-BF0,2,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D3,derived,I3,S2,A3
77,img_000000000_01-BF0_002_trap_032.tif,0,01-BF0,2,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D1,raw,I1,S1,A0
78,img_000000000_01-BF0_002_trap_033.tif,0,01-BF0,2,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R0,raw,I2,S1,A3
79,img_000000000_01-BF0_002_trap_034.tif,0,01-BF0,2,34,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R0,derived,I1,S2,A5
80,img_000000000_01-BF0_002_trap_038.tif,0,01-BF0,2,38,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I0,raw,I2,S0,A5
81,img_000000000_01-BF0_002_trap_039.tif,0,01-BF0,2,39,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I1,derived,I2,S2,A5
82,img_000000000_01-BF0_002_trap_040.tif,0,01-BF0,2,40,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I1,raw,I2,S1,A3
83,img_000000000_01-BF0_002_trap_041.tif,0,01-BF0,2,41,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D1,raw,I3,S1,A2
84,img_000000000_03-GFPdouble_000_trap_000.tif,0,03-GFPdouble,0,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X0,raw,I3,S0,A2
85,img_000000000_03-GFPdouble_000_trap_001.tif,0,03-GFPdouble,0,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D3,derived,I1,S2,A1
86,img_000000000_03-GFPdouble_000_trap_003.tif,0,03-GFPdouble,0,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R1,derived,I2,S2,A1
87,img_000000000_03-GFPdouble_000_trap_005.tif,0,03-GFPdouble,0,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D1,raw,I2,S0,A2
88,img_000000000_03-GFPdouble_000_trap_008.tif,0,03-GFPdouble,0,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I1,derived,I2,S0,A7
89,img_000000000_03-GFPdouble_000_trap_009.tif,0,03-GFPdouble,0,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D3,raw,I2,S2,A7
90,img_000000000_03-GFPdouble_000_trap_010.tif,0,03-GFPdouble,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,raw,I2,S0,A4
91,img_000000000_03-GFPdouble_000_trap_011.tif,0,03-GFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X2,derived,I2,S1,A6
92,img_000000000_03-GFPdouble_000_trap_013.tif,0,03-GFPdouble,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D2,raw,I1,S1,A3
93,img_000000000_03-GFPdouble_000_trap_014.tif,0,03-GFPdouble,0,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D2,derived,I3,S0,A8
94,img_000000000_03-GFPdouble_000_trap_015.tif,0,03-GFPdouble,0,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I0,raw,I2,S1,A6
95,img_000000000_03-GFPdouble_000_trap_017.tif,0,03-GFPdouble,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D2,derived,I2,S2,A8
96,img_000000000_03-GFPdouble_000_trap_018.tif,0,03-GFPdouble,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I0,raw,I1,S1,A9
97,img_000000000_03-GFPdouble_000_trap_019.tif,0,03-GFPdouble,0,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X3,derived,I2,S2,A3
98,img_000000000_03-GFPdouble_000_trap_021.tif,0,03-GFPdouble,0,21,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R0,raw,I2,S2,A3
99,img_000000000_03-GFPdouble_000_trap_023.tif,0,03-GFPdouble,0,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X0,derived,I3,S0,A3
100,img_000000000_03-GFPdouble_000_trap_025.tif,0,03-GFPdouble,0,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R1,raw,I2,S1,A4
101,img_000000000_03-GFPdouble_000_trap_027.tif,0,03-GFPdouble,0,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,derived,I2,S2,A3
102,img_000000000_03-GFPdouble_000_trap_028.tif,0,03-GFPdouble,0,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R1,derived,I2,S2,A1
103,img_000000000_03-GFPdouble_000_trap_030.tif,0,03-GFPdouble,0,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X0,derived,I2,S0,A4
104,img_000000000_03-GFPdouble_000_trap_031.tif,0,03-GFPdouble,0,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X1,derived,I2,S0,A4
105,img_000000000_03-GFPdouble_000_trap_032.tif,0,03-GFPdouble,0,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D3,raw,I2,S1,A8
106,img_000000000_03-GFPdouble_000_trap_033.tif,0,03-GFPdouble,0,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D3,raw,I3,S0,A0
107,img_000000000_03-GFPdouble_000_trap_034.tif,0,03-GFPdouble,0,34,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R3,raw,I3,S2,A1
108,img_000000000_03-GFPdouble_000_trap_038.tif,0,03-GFPdouble,0,38,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X1,derived,I3,S2,A2
109,img_000000000_03-GFPdouble_000_trap_039.tif,0,03-GFPdouble,0,39,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D3,derived,I2,S1,A0
110,img_000000000_03-GFPdouble_000_trap_040.tif,0,03-GFPdouble,0,40,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I2,raw,I1,S0,A9
111,img_000000000_03-GFPdouble_000_trap_041.tif,0,03-GFPdouble,0,41,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D0,derived,I3,S2,A5
112,img_000000000_03-GFPdouble_001_trap_000.tif,0,03-GFPdouble,1,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I0,raw,I3,S0,A8
113,img_000000000_03-GFPdouble_001_trap_001.tif,0,03-GFPdouble,1,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R0,raw,I3,S2,A8
114,img_000000000_03-GFPdouble_001_trap_003.tif,0,03-GFPdouble,1,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I2,raw,I3,S2,A1
115,img_000000000_03-GFPdouble_001_trap_005.tif,0,03-GFPdouble,1,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R2,derived,I3,S0,A9
116,img_000000000_03-GFPdouble_001_trap_008.tif,0,03-GFPdouble,1,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I3,raw,I2,S1,A4
117,img_000000000_03-GFPdouble_001_trap_009.tif,0,03-GFPdouble,1,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D3,derived,I2,S2,A2
118,img_000000000_03-GFPdouble_001_trap_010.tif,0,03-GFPdouble,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R1,derived,I1,S0,A4
119,img_000000000_03-GFPdouble_001_trap_011.tif,0,03-GFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,raw,I1,S0,A3
120,img_000000000_03-GFPdouble_001_trap_013.tif,0,03-GFPdouble,1,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D3,derived,I3,S0,A3
121,img_000000000_03-GFPdouble_001_trap_014.tif,0,03-GFPdouble,1,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R0,derived,I3,S0,A8
122,img_000000000_03-GFPdouble_001_trap_015.tif,0,03-GFPdouble,1,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X0,derived,I1,S0,A5
123,img_000000000_03-GFPdouble_001_trap_017.tif,0,03-GFPdouble,1,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I0,derived,I2,S2,A2
124,img_000000000_03-GFPdouble_001_trap_018.tif,0,03-GFPdouble,1,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X1,raw,I3,S1,A6
125,img_000000000_03-GFPdouble_001_trap_019.tif,0,03-GFPdouble,1,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R3,derived,I2,S0,A7
126,img_000000000_03-GFPdouble_001_trap_021.tif,0,03-GFPdouble,1,21,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R1,raw,I2,S1,A5
127,img_000000000_03-GFPdouble_001_trap_023.tif,0,03-GFPdouble,1,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D3,derived,I3,S0,A9
128,img_000000000_03-GFPdouble_001_trap_025.tif,0,03-GFPdouble,1,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I0,derived,I1,S1,A2
129,img_000000000_03-GFPdouble_001_trap_027.tif,0,03-GFPdouble,1,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R1,raw,I1,S0,A4
130,img_000000000_03-GFPdouble_001_trap_028.tif,0,03-GFPdouble,1,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X2,derived,I3,S0,A2
131,img_000000000_03-GFPdouble_001_trap_030.tif,0,03-GFPdouble,1,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R3,derived,I2,S1,A4
132,img_000000000_03-GFPdouble_001_trap_031.tif,0,03-GFPdouble,1,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R3,derived,I3,S0,A5
133,img_000000000_03-GFPdouble_001_trap_032.tif,0,03-GFPdouble,1,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X3,raw,I2,S2,A6
134,img_000000000_03-GFPdouble_001_trap_033.tif,0,03-GFPdouble,1,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I2,derived,I3,S0,A9
135,img_000000000_03-GFPdouble_001_trap_034.tif,0,03-GFPdouble,1,34,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X0,derived,I1,S0,A3
136,img_000000000_03-GFPdouble_001_trap_038.tif,0,03-GFPdouble,1,38,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D3,raw,I3,S0,A6
137,img_000000000_03-GFPdouble_001_trap_039.tif,0,03-GFPdouble,1,39,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I1,raw,I3,S0,A9
138,img_000000000_03-GFPdouble_001_trap_040.tif,0,03-GFPdouble,1,40,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I0,derived,I2,S2,A6
139,img_000000000_03-GFPdouble_001_trap_041.tif,0,03-GFPdouble,1,41,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X0,derived,I1,S0,A2
140,img_000000000_03-GFPdouble_002_trap_000.tif,0,03-GFPdouble,2,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X1,derived,I3,S1,A3
141,img_000000000_03-GFPdouble_002_trap_001.tif,0,03-GFPdouble,2,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R2,derived,I1,S0,A2
142,img_000000000_03-GFPdouble_002_trap_003.tif,0,03-GFPdouble,2,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X0,raw,I2,S1,A9
143,img_000000000_03-GFPdouble_002_trap_005.tif,0,03-GFPdouble,2,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,raw,I1,S0,A4
144,img_000000000_03-GFPdouble_002_trap_008.tif,0,03-GFPdouble,2,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D1,raw,I3,S2,A9
145,img_000000000_03-GFPdouble_002_trap_009.tif,0,03-GFPdouble,2,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R2,raw,I2,S1,A9
146,img_000000000_03-GFPdouble_002_trap_010.tif,0,03-GFPdouble,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R3,derived,I2,S1,A5
147,img_000000000_03-GFPdouble_002_trap_011.tif,0,03-GFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I3,raw,I2,S1,A4
148,img_000000000_03-GFPdouble_002_trap_013.tif,0,03-GFPdouble,2,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R3,raw,I2,S1,A4
149,img_000000000_03-GFPdouble_002_trap_014.tif,0,03-GFPdouble,2,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X3,raw,I1,S1,A9
150,img_000000000_03-GFPdouble_002_trap_015.tif,0,03-GFPdouble,2,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D3,raw,I1,S0,A2
151,img_000000000_03-GFPdouble_002_trap_017.tif,0,03-GFPdouble,2,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R1,derived,I2,S1,A7
152,img_000000000_03-GFPdouble_002_trap_018.tif,0,03-GFPdouble,2,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R0,derived,I3,S0,A1
153,img_000000000_03-GFPdouble_002_trap_019.tif,0,03-GFPdouble,2,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R0,derived,I1,S1,A3
154,img_000000000_03-GFPdouble_002_trap_021.tif,0,03-GFPdouble,2,21,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,raw,I3,S1,A5
155,img_000000000_03-GFPdouble_002_trap_023.tif,0,03-GFPdouble,2,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X2,raw,I3,S0,A6
156,img_000000000_03-GFPdouble_002_trap_025.tif,0,03-GFPdouble,2,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R2,derived,I1,S1,A7
157,img_000000000_03-GFPdouble_002_trap_027.tif,0,03-GFPdouble,2,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R1,raw,I3,S2,A4
158,img_000000000_03-GFPdouble_002_trap_028.tif,0,03-GFPdouble,2,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X1,derived,I3,S1,A3
