filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
img_000000000_04-RFPdouble_002_trap_002.tif,0,04-RFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D3,raw,I3,S1,A1
img_000000000_04-RFPdouble_002_trap_011.tif,0,04-RFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D2,derived,I1,S2,A1
img_000000000_04-RFPdouble_002_trap_016.tif,0,04-RFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X3,derived,I1,S2,A0
img_000000001_01-BF0_000_trap_002.tif,1,01-BF0,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I3,raw,I1,S2,A8
img_000000001_01-BF0_000_trap_011.tif,1,01-BF0,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R3,derived,I1,S2,A9
img_000000001_01-BF0_000_trap_016.tif,1,01-BF0,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X1,raw,I2,S0,A8
img_000000001_01-BF0_001_trap_002.tif,1,01-BF0,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R2,derived,I2,S2,A4
img_000000001_01-BF0_001_trap_011.tif,1,01-BF0,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I0,raw,I3,S2,A1
img_000000001_01-BF0_001_trap_016.tif,1,01-BF0,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X2,raw,I1,S2,A3
img_000000001_01-BF0_002_trap_002.tif,1,01-BF0,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X3,raw,I2,S0,A2
img_000000001_01-BF0_002_trap_011.tif,1,01-BF0,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D2,raw,I1,S2,A5
img_000000001_01-BF0_002_trap_016.tif,1,01-BF0,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I2,derived,I1,S1,A3
img_000000001_03-GFPdouble_000_trap_002.tif,1,03-GFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R3,derived,I2,S1,A2
img_000000001_03-GFPdouble_000_trap_011.tif,1,03-GFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R3,raw,I2,S2,A4
img_000000001_03-GFPdouble_000_trap_016.tif,1,03-GFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I1,raw,I3,S2,A4
img_000000001_03-GFPdouble_001_trap_002.tif,1,03-GFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I2,raw,I2,S1,A5
img_000000001_03-GFPdouble_001_trap_011.tif,1,03-GFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X1,raw,I2,S2,A5
img_000000001_03-GFPdouble_001_trap_016.tif,1,03-GFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,raw,I3,S2,A6
img_000000001_03-GFPdouble_002_trap_002.tif,1,03-GFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X2,derived,I2,S0,A5
img_000000001_03-GFPdouble_002_trap_011.tif,1,03-GFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D1,derived,I2,S0,A6
img_000000001_03-GFPdouble_002_trap_016.tif,1,03-GFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I0,derived,I1,S0,A0
img_000000001_04-RFPdouble_000_trap_002.tif,1,04-RFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R3,derived,I1,S0,A6
img_000000001_04-RFPdouble_000_trap_011.tif,1,04-RFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R0,raw,I1,S1,A0
img_000000001_04-RFPdouble_000_trap_016.tif,1,04-RFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R0,derived,I1,S1,A7
img_000000001_04-RFPdouble_001_trap_002.tif,1,04-RFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I1,raw,I1,S1,A4
img_000000001_04-RFPdouble_001_trap_011.tif,1,04-RFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X0,derived,I2,S0,A8
img_000000001_04-RFPdouble_001_trap_016.tif,1,04-RFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R3,raw,I1,S1,A7
img_000000001_04-RFPdouble_002_trap_002.tif,1,04-RFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D2,derived,I1,S2,A9
img_000000001_04-RFPdouble_002_trap_011.tif,1,04-RFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D0,raw,I2,S0,A3
img_000000001_04-RFPdouble_002_trap_016.tif,1,04-RFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D1,raw,I2,S2,A8
img_000000002_01-BF0_000_trap_002.tif,2,01-BF0,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X2,raw,I3,S1,A1
img_000000002_01-BF0_000_trap_011.tif,2,01-BF0,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R2,derived,I3,S0,A3
img_000000002_01-BF0_000_trap_016.tif,2,01-BF0,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I2,derived,I1,S0,A6
img_000000002_01-BF0_001_trap_002.tif,2,01-BF0,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R2,derived,I3,S2,A4
img_000000002_01-BF0_001_trap_011.tif,2,01-BF0,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R0,derived,I3,S0,A5
img_000000002_01-BF0_001_trap_016.tif,2,01-BF0,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X3,raw,I2,S1,A9
img_000000002_01-BF0_002_trap_002.tif,2,01-BF0,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X3,raw,I3,S2,A5
img_000000002_01-BF0_002_trap_011.tif,2,01-BF0,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R2,raw,I2,S0,A7
img_000000002_01-BF0_002_trap_016.tif,2,01-BF0,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I3,derived,I3,S1,A5
img_000000002_03-GFPdouble_000_trap_002.tif,2,03-GFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I2,derived,I3,S1,A3
img_000000002_03-GFPdouble_000_trap_011.tif,2,03-GFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R2,raw,I1,S0,A4
img_000000002_03-GFPdouble_000_trap_016.tif,2,03-GFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X3,raw,I2,S0,A8
img_000000002_03-GFPdouble_001_trap_002.tif,2,03-GFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D3,raw,I1,S2,A6
img_000000002_03-GFPdouble_001_trap_011.tif,2,03-GFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D3,derived,I3,S0,A6
img_000000002_03-GFPdouble_001_trap_016.tif,2,03-GFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X3,raw,I3,S2,A4
img_000000002_03-GFPdouble_002_trap_002.tif,2,03-GFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I1,raw,I3,S0,A9
img_000000002_03-GFPdouble_002_trap_011.tif,2,03-GFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R2,raw,I1,S2,A3
img_000000002_03-GFPdouble_002_trap_016.tif,2,03-GFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D3,derived,I3,S1,A0
img_000000002_04-RFPdouble_000_trap_002.tif,2,04-RFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I0,derived,I2,S2,A7
img_000000002_04-RFPdouble_000_trap_011.tif,2,04-RFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X3,raw,I2,S2,A2
img_000000002_04-RFPdouble_000_trap_016.tif,2,04-RFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I3,derived,I1,S0,A8
img_000000002_04-RFPdouble_001_trap_002.tif,2,04-RFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,raw,I3,S1,A6
img_000000002_04-RFPdouble_001_trap_011.tif,2,04-RFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I2,derived,I3,S2,A8
img_000000002_04-RFPdouble_001_trap_016.tif,2,04-RFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R0,derived,I1,S0,A8
img_000000002_04-RFPdouble_002_trap_002.tif,2,04-RFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,D3,raw,I3,S1,A0
img_000000002_04-RFPdouble_002_trap_011.tif,2,04-RFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I0,raw,I2,S2,A9
img_000000002_04-RFPdouble_002_trap_016.tif,2,04-RFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X1,derived,I1,S2,A9
img_000000003_01-BF0_000_trap_002.tif,3,01-BF0,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X2,derived,I3,S1,A3
img_000000003_01-BF0_000_trap_011.tif,3,01-BF0,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R1,derived,I2,S2,A2
img_000000003_01-BF0_000_trap_016.tif,3,01-BF0,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R3,derived,I1,S0,A2
img_000000003_01-BF0_001_trap_002.tif,3,01-BF0,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X1,raw,I3,S0,A2
img_000000003_01-BF0_001_trap_011.tif,3,01-BF0,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I1,raw,I3,S2,A0
img_000000003_01-BF0_001_trap_016.tif,3,01-BF0,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R0,derived,I3,S2,A0
img_000000003_01-BF0_002_trap_002.tif,3,01-BF0,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R3,derived,I2,S0,A4
img_000000003_01-BF0_002_trap_011.tif,3,01-BF0,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D3,raw,I1,S0,A4
img_000000003_01-BF0_002_trap_016.tif,3,01-BF0,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R3,raw,I2,S1,A5
img_000000003_03-GFPdouble_000_trap_002.tif,3,03-GFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R3,derived,I2,S0,A6
img_000000003_03-GFPdouble_000_trap_011.tif,3,03-GFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R2,raw,I2,S0,A4
img_000000003_03-GFPdouble_000_trap_016.tif,3,03-GFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R2,derived,I1,S1,A2
img_000000003_03-GFPdouble_001_trap_002.tif,3,03-GFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D3,raw,I1,S0,A3
img_000000003_03-GFPdouble_001_trap_011.tif,3,03-GFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I1,derived,I1,S2,A6
img_000000003_03-GFPdouble_001_trap_016.tif,3,03-GFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X1,derived,I1,S2,A8
img_000000003_03-GFPdouble_002_trap_002.tif,3,03-GFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D0,raw,I2,S0,A1
img_000000003_03-GFPdouble_002_trap_011.tif,3,03-GFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I3,derived,I2,S2,A9
img_000000003_03-GFPdouble_002_trap_016.tif,3,03-GFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D2,derived,I1,S1,A6
img_000000003_04-RFPdouble_000_trap_002.tif,3,04-RFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R2,raw,I3,S2,A3
img_000000003_04-RFPdouble_000_trap_011.tif,3,04-RFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I0,derived,I3,S0,A8
img_000000003_04-RFPdouble_000_trap_016.tif,3,04-RFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R1,derived,I3,S2,A6
img_000000003_04-RFPdouble_001_trap_002.tif,3,04-RFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,D2,raw,I1,S1,A4
img_000000003_04-RFPdouble_001_trap_011.tif,3,04-RFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X0,raw,I1,S2,A6
img_000000003_04-RFPdouble_001_trap_016.tif,3,04-RFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I1,derived,I1,S2,A1
img_000000003_04-RFPdouble_002_trap_002.tif,3,04-RFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X3,raw,I2,S0,A1
img_000000003_04-RFPdouble_002_trap_011.tif,3,04-RFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X3,raw,I2,S2,A0
img_000000003_04-RFPdouble_002_trap_016.tif,3,04-RFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I1,derived,I2,S1,A5
img_000000004_01-BF0_000_trap_002.tif,4,01-BF0,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D0,derived,I1,S2,A8
img_000000004_01-BF0_000_trap_011.tif,4,01-BF0,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D0,derived,I3,S0,A6
img_000000004_01-BF0_000_trap_016.tif,4,01-BF0,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D2,raw,I3,S2,A8
img_000000004_01-BF0_001_trap_002.tif,4,01-BF0,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D0,derived,I2,S0,A0
img_000000004_01-BF0_001_trap_011.tif,4,01-BF0,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R1,raw,I2,S0,A3
img_000000004_01-BF0_001_trap_016.tif,4,01-BF0,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X3,raw,I1,S0,A8
img_000000004_01-BF0_002_trap_002.tif,4,01-BF0,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R3,derived,I2,S2,A3
img_000000004_01-BF0_002_trap_011.tif,4,01-BF0,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I0,derived,I2,S2,A4
img_000000004_01-BF0_002_trap_016.tif,4,01-BF0,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X1,derived,I3,S1,A8
img_000000004_03-GFPdouble_000_trap_002.tif,4,03-GFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R0,derived,I1,S2,A7
img_000000004_03-GFPdouble_000_trap_011.tif,4,03-GFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D0,derived,I1,S1,A9
img_000000004_03-GFPdouble_000_trap_016.tif,4,03-GFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R2,raw,I2,S1,A6
img_000000004_03-GFPdouble_001_trap_002.tif,4,03-GFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I3,raw,I2,S2,A4
img_000000004_03-GFPdouble_001_trap_011.tif,4,03-GFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X1,derived,I3,S1,A4
img_000000004_03-GFPdouble_001_trap_016.tif,4,03-GFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,raw,I1,S1,A2
img_000000004_03-GFPdouble_002_trap_002.tif,4,03-GFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I3,raw,I3,S2,A4
img_000000004_03-GFPdouble_002_trap_011.tif,4,03-GFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X0,raw,I3,S2,A0
img_000000004_03-GFPdouble_002_trap_016.tif,4,03-GFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I2,derived,I2,S0,A0
img_000000004_04-RFPdouble_000_trap_002.tif,4,04-RFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,D3,derived,I2,S1,A0
img_000000004_04-RFPdouble_000_trap_011.tif,4,04-RFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X1,derived,I3,S1,A8
img_000000004_04-RFPdouble_000_trap_016.tif,4,04-RFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D2,raw,I3,S0,A4
img_000000004_04-RFPdouble_001_trap_002.tif,4,04-RFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R0,derived,I2,S1,A9
img_000000004_04-RFPdouble_001_trap_011.tif,4,04-RFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R1,derived,I1,S1,A7
img_000000004_04-RFPdouble_001_trap_016.tif,4,04-RFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I1,derived,I3,S2,A3
img_000000004_04-RFPdouble_002_trap_002.tif,4,04-RFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R1,raw,I2,S1,A3
img_000000004_04-RFPdouble_002_trap_011.tif,4,04-RFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,derived,I3,S0,A1
img_000000004_04-RFPdouble_002_trap_016.tif,4,04-RFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R1,raw,I3,S1,A1
img_000000005_01-BF0_000_trap_002.tif,5,01-BF0,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R2,raw,I3,S1,A8
img_000000005_01-BF0_000_trap_011.tif,5,01-BF0,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X1,raw,I2,S2,A3
img_000000005_01-BF0_000_trap_016.tif,5,01-BF0,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X3,derived,I2,S2,A8
img_000000005_01-BF0_001_trap_002.tif,5,01-BF0,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I1,derived,I1,S1,A5
img_000000005_01-BF0_001_trap_011.tif,5,01-BF0,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R1,raw,I2,S1,A8
img_000000005_01-BF0_001_trap_016.tif,5,01-BF0,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I0,raw,I3,S1,A4
img_000000005_01-BF0_002_trap_002.tif,5,01-BF0,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I2,derived,I3,S2,A3
img_000000005_01-BF0_002_trap_011.tif,5,01-BF0,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I0,derived,I2,S0,A0
img_000000005_01-BF0_002_trap_016.tif,5,01-BF0,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I2,raw,I2,S0,A1
img_000000005_03-GFPdouble_000_trap_002.tif,5,03-GFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D0,raw,I2,S0,A4
img_000000005_03-GFPdouble_000_trap_011.tif,5,03-GFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R0,raw,I2,S0,A0
img_000000005_03-GFPdouble_000_trap_016.tif,5,03-GFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R2,raw,I1,S0,A6
img_000000005_03-GFPdouble_001_trap_002.tif,5,03-GFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I3,derived,I2,S0,A6
img_000000005_03-GFPdouble_001_trap_011.tif,5,03-GFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I1,derived,I1,S2,A8
img_000000005_03-GFPdouble_001_trap_016.tif,5,03-GFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D1,raw,I1,S1,A3
img_000000005_03-GFPdouble_002_trap_002.tif,5,03-GFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R3,raw,I3,S2,A4
img_000000005_03-GFPdouble_002_trap_011.tif,5,03-GFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R0,derived,I3,S1,A2
img_000000005_03-GFPdouble_002_trap_016.tif,5,03-GFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R2,raw,I2,S1,A9
img_000000005_04-RFPdouble_000_trap_002.tif,5,04-RFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R1,derived,I2,S2,A1
img_000000005_04-RFPdouble_000_trap_011.tif,5,04-RFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R0,derived,I3,S2,A3
img_000000005_04-RFPdouble_000_trap_016.tif,5,04-RFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X2,derived,I2,S0,A9
img_000000005_04-RFPdouble_001_trap_002.tif,5,04-RFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I2,derived,I3,S2,A2
img_000000005_04-RFPdouble_001_trap_011.tif,5,04-RFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R1,derived,I1,S1,A4
img_000000005_04-RFPdouble_001_trap_016.tif,5,04-RFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X0,raw,I1,S0,A9
img_000000005_04-RFPdouble_002_trap_002.tif,5,04-RFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,raw,I3,S1,A3
img_000000005_04-RFPdouble_002_trap_011.tif,5,04-RFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I0,derived,I3,S1,A7
