,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
19,img_000000000_01-BF0_001_trap_007.tif,0,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R2,raw,I1,S2,A8
20,img_000000000_01-BF0_001_trap_008.tif,0,01-BF0,1,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D2,derived,I1,S0,A4
21,img_000000000_01-BF0_001_trap_009.tif,0,01-BF0,1,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D1,derived,I1,S0,A5
22,img_000000000_01-BF0_001_trap_010.tif,0,01-BF0,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R0,derived,I1,S1,A5
23,img_000000000_01-BF0_001_trap_011.tif,0,01-BF0,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X2,raw,I1,S2,A2
24,img_000000000_01-BF0_001_trap_013.tif,0,01-BF0,1,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R2,derived,I1,S2,A6
25,img_000000000_01-BF0_001_trap_014.tif,0,01-BF0,1,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X2,raw,I3,S2,A2
26,img_000000000_01-BF0_001_trap_017.tif,0,01-BF0,1,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,raw,I1,S1,A1
27,img_000000000_01-BF0_001_trap_018.tif,0,01-BF0,1,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R3,derived,I2,S1,A5
28,img_000000000_01-BF0_001_trap_019.tif,0,01-BF0,1,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R0,raw,I1,S1,A0
29,img_000000000_01-BF0_001_trap_020.tif,0,01-BF0,1,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R1,derived,I1,S0,A8
30,img_000000000_01-BF0_002_trap_001.tif,0,01-BF0,2,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R2,derived,I3,S1,A9
31,img_000000000_01-BF0_002_trap_002.tif,0,01-BF0,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,raw,I1,S2,A1
32,img_000000000_01-BF0_002_trap_005.tif,0,01-BF0,2,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X1,derived,I1,S0,A5
33,img_000000000_01-BF0_002_trap_006.tif,0,01-BF0,2,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D2,raw,I2,S2,A7
34,img_000000000_01-BF0_002_trap_007.tif,0,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I0,derived,I1,S2,A7
35,img_000000000_01-BF0_002_trap_008.tif,0,01-BF0,2,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I3,derived,I2,S1,A3
36,img_000000000_01-BF0_002_trap_009.tif,0,01-BF0,2,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I1,derived,I1,S1,A7
37,img_000000000_01-BF0_002_trap_010.tif,0,01-BF0,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D0,raw,I2,S2,A6
38,img_000000000_01-BF0_002_trap_011.tif,0,01-BF0,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I2,raw,I1,S1,A2
39,img_000000000_01-BF0_002_trap_013.tif,0,01-BF0,2,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D1,raw,I1,S2,A0
40,img_000000000_01-BF0_002_trap_014.tif,0,01-BF0,2,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X1,raw,I3,S1,A3
41,img_000000000_01-BF0_002_trap_017.tif,0,01-BF0,2,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I2,derived,I3,S1,A4
42,img_000000000_01-BF0_002_trap_018.tif,0,01-BF0,2,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R0,raw,I2,S0,A4
43,img_000000000_01-BF0_002_trap_019.tif,0,01-BF0,2,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,derived,I3,S2,A4
44,img_000000000_01-BF0_002_trap_020.tif,0,01-BF0,2,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I1,raw,I1,S2,A4
45,img_000000000_03-GFPdouble_000_trap_001.tif,0,03-GFPdouble,0,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R3,raw,I2,S2,A9
46,img_000000000_03-GFPdouble_000_trap_002.tif,0,03-GFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X2,raw,I3,S1,A9
47,img_000000000_03-GFPdouble_000_trap_005.tif,0,03-GFPdouble,0,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D2,derived,I1,S0,A1
48,img_000000000_03-GFPdouble_000_trap_006.tif,0,03-GFPdouble,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X2,raw,I2,S2,A7
49,img_000000000_03-GFPdouble_000_trap_007.tif,0,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D1,raw,I2,S2,A3
50,img_000000000_03-GFPdouble_000_trap_008.tif,0,03-GFPdouble,0,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X3,derived,I1,S2,A6
51,img_000000000_03-GFPdouble_000_trap_009.tif,0,03-GFPdouble,0,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I0,derived,I2,S1,A6
52,img_000000000_03-GFPdouble_000_trap_010.tif,0,03-GFPdouble,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D0,derived,I1,S2,A9
53,img_000000000_03-GFPdouble_000_trap_011.tif,0,03-GFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R2,raw,I3,S2,A3
54,img_000000000_03-GFPdouble_000_trap_013.tif,0,03-GFPdouble,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I1,derived,I3,S2,A8
55,img_000000000_03-GFPdouble_000_trap_014.tif,0,03-GFPdouble,0,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I0,raw,I3,S1,A9
56,img_000000000_03-GFPdouble_000_trap_017.tif,0,03-GFPdouble,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D0,derived,I2,S2,A9
57,img_000000000_03-GFPdouble_000_trap_018.tif,0,03-GFPdouble,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D0,derived,I3,S1,A5
58,img_000000000_03-GFPdouble_000_trap_019.tif,0,03-GFPdouble,0,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R0,derived,I3,S2,A4
59,img_000000000_03-GFPdouble_000_trap_020.tif,0,03-GFPdouble,0,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D1,derived,I3,S2,A8
60,img_000000000_03-GFPdouble_001_trap_001.tif,0,03-GFPdouble,1,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I3,raw,I1,S1,A0
61,img_000000000_03-GFPdouble_001_trap_002.tif,0,03-GFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,raw,I3,S0,A0
62,img_000000000_03-GFPdouble_001_trap_005.tif,0,03-GFPdouble,1,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R0,raw,I1,S1,A8
63,img_000000000_03-GFPdouble_001_trap_006.tif,0,03-GFPdouble,1,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D2,raw,I1,S1,A2
64,img_000000000_03-GFPdouble_001_trap_007.tif,0,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X0,raw,I2,S2,A4
65,img_000000000_03-GFPdouble_001_trap_008.tif,0,03-GFPdouble,1,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D1,raw,I3,S0,A8
66,img_000000000_03-GFPdouble_001_trap_009.tif,0,03-GFPdouble,1,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R3,raw,I1,S0,A6
67,img_000000000_03-GFPdouble_001_trap_010.tif,0,03-GFPdouble,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I3,raw,I3,S1,A5
68,img_000000000_03-GFPdouble_001_trap_011.tif,0,03-GFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I0,raw,I3,S0,A5
69,img_000000000_03-GFPdouble_001_trap_013.tif,0,03-GFPdouble,1,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R1,raw,I2,S1,A7
70,img_000000000_03-GFPdouble_001_trap_014.tif,0,03-GFPdouble,1,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,raw,I2,S0,A6
71,img_000000000_03-GFPdouble_001_trap_017.tif,0,03-GFPdouble,1,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X0,derived,I1,S0,A9
72,img_000000000_03-GFPdouble_001_trap_018.tif,0,03-GFPdouble,1,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I2,derived,I3,S2,A4
73,img_000000000_03-GFPdouble_001_trap_019.tif,0,03-GFPdouble,1,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X2,derived,I3,S1,A6
74,img_000000000_03-GFPdouble_001_trap_020.tif,0,03-GFPdouble,1,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X3,raw,I1,S1,A5
75,img_000000000_03-GFPdouble_002_trap_001.tif,0,03-GFPdouble,2,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D1,derived,I2,S1,A3
76,img_000000000_03-GFPdouble_002_trap_002.tif,0,03-GFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I1,derived,I1,S0,A2
77,img_000000000_03-GFPdouble_002_trap_005.tif,0,03-GFPdouble,2,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I3,raw,I3,S1,A5
78,img_000000000_03-GFPdouble_002_trap_006.tif,0,03-GFPdouble,2,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I0,derived,I3,S2,A7
79,img_000000000_03-GFPdouble_002_trap_007.tif,0,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X1,derived,I1,S2,A6
80,img_000000000_03-GFPdouble_002_trap_008.tif,0,03-GFPdouble,2,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D1,raw,I1,S2,A4
81,img_000000000_03-GFPdouble_002_trap_009.tif,0,03-GFPdouble,2,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I0,derived,I2,S2,A9
82,img_000000000_03-GFPdouble_002_trap_010.tif,0,03-GFPdouble,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X1,raw,I3,S2,A5
83,img_000000000_03-GFPdouble_002_trap_011.tif,0,03-GFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D2,raw,I2,S2,A1
84,img_000000000_03-GFPdouble_002_trap_013.tif,0,03-GFPdouble,2,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D1,raw,I1,S2,A6
85,img_000000000_03-GFPdouble_002_trap_014.tif,0,03-GFPdouble,2,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I0,derived,I1,S0,A6
86,img_000000000_03-GFPdouble_002_trap_017.tif,0,03-GFPdouble,2,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X0,raw,I1,S2,A1
87,img_000000000_03-GFPdouble_002_trap_018.tif,0,03-GFPdouble,2,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,raw,I3,S0,A2
88,img_000000000_03-GFPdouble_002_trap_019.tif,0,03-GFPdouble,2,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X0,raw,I1,S1,A6
89,img_000000000_03-GFPdouble_002_trap_020.tif,0,03-GFPdouble,2,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R1,derived,I2,S1,A1
90,img_000000000_04-RFPdouble_000_trap_001.tif,0,04-RFPdouble,0,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D0,raw,I1,S2,A7
91,img_000000000_04-RFPdouble_000_trap_002.tif,0,04-RFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D3,raw,I1,S1,A8
92,img_000000000_04-RFPdouble_000_trap_005.tif,0,04-RFPdouble,0,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R3,raw,I3,S0,A7
93,img_000000000_04-RFPdouble_000_trap_006.tif,0,04-RFPdouble,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X2,derived,I2,S1,A5
94,img_000000000_04-RFPdouble_000_trap_007.tif,0,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R0,derived,I1,S1,A0
95,img_000000000_04-RFPdouble_000_trap_008.tif,0,04-RFPdouble,0,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R2,raw,I1,S1,A5
96,img_000000000_04-RFPdouble_000_trap_009.tif,0,04-RFPdouble,0,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I0,derived,I1,S2,A5
97,img_000000000_04-RFPdouble_000_trap_010.tif,0,04-RFPdouble,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X1,raw,I3,S0,A4
98,img_000000000_04-RFPdouble_000_trap_011.tif,0,04-RFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D2,derived,I2,S0,A3
99,img_000000000_04-RFPdouble_000_trap_013.tif,0,04-RFPdouble,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R0,raw,I3,S0,A6
100,img_000000000_04-RFPdouble_000_trap_014.tif,0,04-RFPdouble,0,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I1,raw,I3,S0,A8
101,img_000000000_04-RFPdouble_000_trap_017.tif,0,04-RFPdouble,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D2,derived,I1,S2,A6
102,img_000000000_04-RFPdouble_000_trap_018.tif,0,04-RFPdouble,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I1,raw,I1,S2,A8
103,img_000000000_04-RFPdouble_000_trap_019.tif,0,04-RFPdouble,0,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D1,derived,I1,S1,A8
104,img_000000000_04-RFPdouble_000_trap_020.tif,0,04-RFPdouble,0,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R3,raw,I3,S1,A0
105,img_000000000_04-RFPdouble_001_trap_001.tif,0,04-RFPdouble,1,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I0,derived,I3,S1,A1
106,img_000000000_04-RFPdouble_001_trap_002.tif,0,04-RFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,derived,I3,S1,A5
107,img_000000000_04-RFPdouble_001_trap_005.tif,0,04-RFPdouble,1,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I3,derived,I2,S2,A0
108,img_000000000_04-RFPdouble_001_trap_006.tif,0,04-RFPdouble,1,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I3,raw,I3,S2,A6
109,img_000000000_04-RFPdouble_001_trap_007.tif,0,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R3,raw,I3,S2,A7
110,img_000000000_04-RFPdouble_001_trap_008.tif,0,04-RFPdouble,1,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X3,raw,I1,S0,A2
111,img_000000000_04-RFPdouble_001_trap_009.tif,0,04-RFPdouble,1,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I3,derived,I3,S0,A4
112,img_000000000_04-RFPdouble_001_trap_010.tif,0,04-RFPdouble,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R3,raw,I1,S0,A4
113,img_000000000_04-RFPdouble_001_trap_011.tif,0,04-RFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X3,raw,I3,S0,A1
114,img_000000000_04-RFPdouble_001_trap_013.tif,0,04-RFPdouble,1,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I3,derived,I2,S2,A5
115,img_000000000_04-RFPdouble_001_trap_014.tif,0,04-RFPdouble,1,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R1,raw,I2,S1,A0
116,img_000000000_04-RFPdouble_001_trap_017.tif,0,04-RFPdouble,1,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R0,raw,I2,S1,A4
117,img_000000000_04-RFPdouble_001_trap_018.tif,0,04-RFPdouble,1,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R1,derived,I1,S2,A4
118,img_000000000_04-RFPdouble_001_trap_019.tif,0,04-RFPdouble,1,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X1,derived,I2,S0,A9
119,img_000000000_04-RFPdouble_001_trap_020.tif,0,04-RFPdouble,1,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D2,derived,I2,S0,A4
120,img_000000000_04-RFPdouble_002_trap_001.tif,0,04-RFPdouble,2,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D3,raw,I2,S1,A6
121,img_000000000_04-RFPdouble_002_trap_002.tif,0,04-RFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I3,raw,I3,S0,A4
122,img_000000000_04-RFPdouble_002_trap_005.tif,0,04-RFPdouble,2,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R3,raw,I2,S2,A8
123,img_000000000_04-RFPdouble_002_trap_006.tif,0,04-RFPdouble,2,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I2,derived,I1,S1,A8
124,img_000000000_04-RFPdouble_002_trap_007.tif,0,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D1,derived,I3,S1,A9
125,img_000000000_04-RFPdouble_002_trap_008.tif,0,04-RFPdouble,2,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R3,raw,I1,S0,A3
126,img_000000000_04-RFPdouble_002_trap_009.tif,0,04-RFPdouble,2,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X0,derived,I3,S0,A0
127,img_000000000_04-RFPdouble_002_trap_010.tif,0,04-RFPdouble,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R2,raw,I2,S0,A4
128,img_000000000_04-RFPdouble_002_trap_011.tif,0,04-RFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D1,raw,I1,S0,A5
129,img_000000000_04-RFPdouble_002_trap_013.tif,0,04-RFPdouble,2,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R1,derived,I2,S2,A1
130,img_000000000_04-RFPdouble_002_trap_014.tif,0,04-RFPdouble,2,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X1,derived,I3,S0,A4
131,img_000000000_04-RFPdouble_002_trap_017.tif,0,04-RFPdouble,2,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D3,raw,I2,S2,A2
132,img_000000000_04-RFPdouble_002_trap_018.tif,0,04-RFPdouble,2,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D3,derived,I2,S2,A6
133,img_000000000_04-RFPdouble_002_trap_019.tif,0,04-RFPdouble,2,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X0,derived,I3,S0,A6
134,img_000000000_04-RFPdouble_002_trap_020.tif,0,04-RFPdouble,2,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D3,raw,I2,S0,A7
135,img_000000001_01-BF0_000_trap_001.tif,1,01-BF0,0,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I1,raw,I3,S1,A3
136,img_000000001_01-BF0_000_trap_002.tif,1,01-BF0,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R3,raw,I3,S2,A3
137,img_000000001_01-BF0_000_trap_005.tif,1,01-BF0,0,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I2,derived,I2,S2,A5
138,img_000000001_01-BF0_000_trap_006.tif,1,01-BF0,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R0,raw,I1,S1,A6
139,img_000000001_01-BF0_000_trap_007.tif,1,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R3,raw,I2,S2,A7
140,img_000000001_01-BF0_000_trap_008.tif,1,01-BF0,0,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D3,derived,I1,S1,A7
141,img_000000001_01-BF0_000_trap_009.tif,1,01-BF0,0,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I2,raw,I3,S0,A7
142,img_000000001_01-BF0_000_trap_010.tif,1,01-BF0,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X1,raw,I3,S1,A6
143,img_000000001_01-BF0_000_trap_011.tif,1,01-BF0,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X3,derived,I1,S0,A4
144,img_000000001_01-BF0_000_trap_013.tif,1,01-BF0,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,derived,I3,S0,A4
145,img_000000001_01-BF0_000_trap_014.tif,1,01-BF0,0,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X2,raw,I1,S0,A0
146,img_000000001_01-BF0_000_trap_017.tif,1,01-BF0,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R1,raw,I2,S2,A7
147,img_000000001_01-BF0_000_trap_018.tif,1,01-BF0,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D0,derived,I1,S2,A0
148,img_000000001_01-BF0_000_trap_019.tif,1,01-BF0,0,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X3,raw,I1,S1,A0
149,img_000000001_01-BF0_000_trap_020.tif,1,01-BF0,0,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R2,derived,I1,S2,A5
150,img_000000001_01-BF0_001_trap_001.tif,1,01-BF0,1,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R1,derived,I3,S0,A9
151,img_000000001_01-BF0_001_trap_002.tif,1,01-BF0,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R1,derived,I3,S1,A9
152,img_000000001_01-BF0_001_trap_005.tif,1,01-BF0,1,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R3,derived,I3,S1,A1
153,img_000000001_01-BF0_001_trap_006.tif,1,01-BF0,1,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X0,raw,I2,S0,A2
154,img_000000001_01-BF0_001_trap_007.tif,1,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D0,raw,I1,S1,A3
155,img_000000001_01-BF0_001_trap_008.tif,1,01-BF0,1,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D1,raw,I1,S1,A9
156,img_000000001_01-BF0_001_trap_009.tif,1,01-BF0,1,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R1,derived,I2,S0,A8
157,img_000000001_01-BF0_001_trap_010.tif,1,01-BF0,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X2,derived,I1,S2,A3
